date,game_id,player_team,home_team,away_team,pts,reb,ast,min,fg_pct,player_name
2023-10-25,0022300066,HOU,ORL,HOU,7,5,1,26.166666666666668,0.3333333333333333,Jabari Smith Jr.
2023-10-25,0022300066,HOU,ORL,HOU,14,8,6,28.466666666666665,0.5454545454545454,Alperen Sengun
2023-10-25,0022300066,HOU,ORL,HOU,10,1,0,29.816666666666666,0.2,Jalen Green
2023-10-25,0022300066,HOU,ORL,HOU,14,1,5,33.53333333333333,0.38461538461538464,Fred VanVleet
2023-10-25,0022300066,HOU,ORL,HOU,8,5,2,21.333333333333332,0.3,Amen Thompson
2023-10-25,0022300066,HOU,ORL,HOU,3,0,2,8.616666666666667,0.5,Jock Landale
2023-10-25,0022300066,HOU,ORL,HOU,5,2,0,15.133333333333333,1.0,Jae'Sean Tate
2023-10-25,0022300066,HOU,ORL,HOU,4,3,1,13.866666666666667,0.5,Jeff Green
2023-10-25,0022300066,HOU,ORL,HOU,3,1,0,11.233333333333333,1.0,Reggie Bullock Jr.
2023-10-25,0022300066,HOU,ORL,HOU,0,1,0,9.65,0.0,Cam Whitmore
2023-10-25,0022300066,HOU,ORL,HOU,0,0,0,6.45,0.0,Jermaine Samuels Jr.
2023-10-25,0022300066,HOU,ORL,HOU,4,0,0,4.8,0.6666666666666666,Nate Williams
2023-10-25,0022300066,HOU,ORL,HOU,0,0,0,4.8,0.0,Aaron Holiday
2023-10-25,0022300066,HOU,ORL,HOU,0,0,0,0.0,0.0,Boban Marjanović
2023-10-25,0022300074,LAC,LAC,POR,5,4,2,23.166666666666668,0.4,Robert Covington
2023-10-25,0022300074,LAC,LAC,POR,23,5,6,28.716666666666665,0.5294117647058824,Kawhi Leonard
2023-10-25,0022300074,LAC,LAC,POR,20,12,0,25.6,0.8,Ivica Zubac
2023-10-25,0022300074,LAC,LAC,POR,27,3,6,31.633333333333333,0.6470588235294118,Paul George
2023-10-25,0022300074,LAC,LAC,POR,11,5,13,28.8,0.625,Russell Westbrook
2023-10-25,0022300074,LAC,LAC,POR,8,3,1,22.9,0.3333333333333333,Norman Powell
2023-10-25,0022300074,LAC,LAC,POR,17,0,3,21.766666666666666,0.5454545454545454,Bones Hyland
2023-10-25,0022300074,LAC,LAC,POR,6,8,2,17.516666666666666,0.5,Mason Plumlee
2023-10-25,0022300074,LAC,LAC,POR,0,1,1,13.583333333333334,0.0,KJ Martin
2023-10-25,0022300074,LAC,LAC,POR,0,3,1,9.15,0.0,Nicolas Batum
2023-10-25,0022300074,LAC,LAC,POR,0,0,0,5.3,0.0,Kobe Brown
2023-10-25,0022300074,LAC,LAC,POR,2,1,0,4.033333333333333,0.3333333333333333,Moussa Diabaté
2023-10-25,0022300074,LAC,LAC,POR,2,0,1,3.9333333333333336,0.0,Amir Coffey
2023-10-25,0022300074,LAC,LAC,POR,2,0,0,3.9333333333333336,0.5,Jordan Miller
2023-10-25,0022300074,POR,LAC,POR,8,1,1,20.083333333333332,0.42857142857142855,Matisse Thybulle
2023-10-25,0022300074,POR,LAC,POR,13,3,1,29.95,0.4166666666666667,Jerami Grant
2023-10-25,0022300074,POR,LAC,POR,4,12,1,23.083333333333332,0.5,Deandre Ayton
2023-10-25,0022300074,POR,LAC,POR,18,2,4,27.366666666666667,0.42857142857142855,Anfernee Simons
2023-10-25,0022300074,POR,LAC,POR,11,3,4,35.833333333333336,0.45454545454545453,Scoot Henderson
2023-10-25,0022300074,POR,LAC,POR,10,7,0,23.216666666666665,0.7142857142857143,Robert Williams III
2023-10-25,0022300074,POR,LAC,POR,14,6,3,28.483333333333334,0.42857142857142855,Shaedon Sharpe
2023-10-25,0022300074,POR,LAC,POR,7,2,1,15.85,0.4,Toumani Camara
2023-10-25,0022300074,POR,LAC,POR,20,2,5,22.65,0.5,Malcolm Brogdon
2023-10-25,0022300074,POR,LAC,POR,6,1,0,6.35,0.6666666666666666,Jabari Walker
2023-10-25,0022300074,POR,LAC,POR,0,1,0,5.3,0.0,Kris Murray
2023-10-25,0022300074,POR,LAC,POR,0,0,0,1.8333333333333335,0.0,Rayan Rupert
2023-10-25,0022300074,POR,LAC,POR,0,0,0,0.0,0.0,Moses Brown
2023-10-25,0022300068,MIA,MIA,DET,19,13,4,34.46666666666667,0.3333333333333333,Jimmy Butler III
2023-10-25,0022300068,MIA,MIA,DET,13,10,2,27.733333333333334,0.4444444444444444,Kevin Love
2023-10-25,0022300068,MIA,MIA,DET,22,8,3,32.13333333333333,0.5384615384615384,Bam Adebayo
2023-10-25,0022300068,MIA,MIA,DET,16,2,3,34.5,0.2916666666666667,Tyler Herro
2023-10-25,0022300068,MIA,MIA,DET,0,2,2,31.866666666666667,0.0,Kyle Lowry
2023-10-25,0022300068,MIA,MIA,DET,2,3,1,19.516666666666666,0.14285714285714285,Caleb Martin
2023-10-25,0022300068,MIA,MIA,DET,6,2,2,13.183333333333334,1.0,Jaime Jaquez Jr.
2023-10-25,0022300068,MIA,MIA,DET,8,6,3,15.85,0.4,Thomas Bryant
2023-10-25,0022300068,MIA,MIA,DET,15,2,1,22.1,0.6,Duncan Robinson
2023-10-25,0022300068,MIA,MIA,DET,2,0,1,8.666666666666666,0.5,Dru Smith
2023-10-25,0022300068,MIA,MIA,DET,0,0,0,0.0,0.0,Jamal Cain
2023-10-25,0022300068,MIA,MIA,DET,0,0,0,0.0,0.0,R.J. Hampton
2023-10-25,0022300068,MIA,MIA,DET,0,0,0,0.0,0.0,Nikola Jović
2023-10-25,0022300068,MIA,MIA,DET,0,0,0,0.0,0.0,Orlando Robinson
2023-10-25,0022300068,DET,MIA,DET,4,7,3,26.883333333333333,0.14285714285714285,Ausar Thompson
2023-10-25,0022300068,DET,MIA,DET,14,14,2,34.61666666666667,0.5454545454545454,Isaiah Stewart
2023-10-25,0022300068,DET,MIA,DET,17,14,4,31.816666666666666,0.7272727272727273,Jalen Duren
2023-10-25,0022300068,DET,MIA,DET,10,1,3,30.5,0.3333333333333333,Killian Hayes
2023-10-25,0022300068,DET,MIA,DET,30,3,9,35.766666666666666,0.48148148148148145,Cade Cunningham
2023-10-25,0022300068,DET,MIA,DET,8,8,3,16.183333333333334,1.0,Marvin Bagley III
2023-10-25,0022300068,DET,MIA,DET,4,2,3,17.133333333333333,0.14285714285714285,Jaden Ivey
2023-10-25,0022300068,DET,MIA,DET,7,5,0,24.95,0.25,Alec Burks
